Unnamed: 0,AMBROSIA,batch_id,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
99,2,64,26.2,5.7,1012.6,1,0,0,0,0,0,0,2022,7,27
100,1,71,24.1,4.8,1013.9,1,0,0,0,0,0,0,2022,8,1
101,0,71,25.8,5.4,1015.2,1,0,0,0,0,0,0,2022,8,2
102,6,71,26.6,5.0,1015.9,1,0,0,0,0,0,0,2022,8,3
103,1,71,27.8,4.5,1015.7,1,0,0,0,0,0,0,2022,8,4
104,1,71,29.7,4.5,1014.0,1,0,0,0,0,0,0,2022,8,5
105,17,71,28.8,4.7,1012.1,1,0,0,0,0,0,0,2022,8,6
106,31,71,27.0,6.6,1015.0,1,0,0,0,0,0,0,2022,8,7
107,14,71,26.3,6.3,1016.3,1,0,0,0,0,0,0,2022,8,8
108,14,71,23.9,6.5,1019.1,1,0,0,0,0,0,0,2022,8,9
109,54,71,22.7,6.3,1018.9,1,0,0,0,0,0,0,2022,8,10
110,61,78,26.7,5.0,1007.4,1,0,0,0,0,0,0,2022,8,15
111,67,78,27.6,7.3,1009.1,1,0,0,0,0,0,0,2022,8,16
112,109,78,26.8,5.7,1011.4,1,0,0,0,0,0,0,2022,8,17
113,29,78,29.7,4.5,1011.3,1,0,0,0,0,0,0,2022,8,18
114,2,78,30.7,7.4,1009.3,1,0,0,0,0,0,0,2022,8,19
115,18,78,23.3,6.0,1009.8,1,0,0,0,0,0,0,2022,8,20
116,0,78,19.7,5.5,1009.4,1,0,0,0,0,0,0,2022,8,21
117,110,78,20.5,5.0,1009.5,1,0,0,0,0,0,0,2022,8,22
118,13,78,19.3,4.0,1013.2,1,0,0,0,0,0,0,2022,8,23
119,77,78,20.5,4.6,1015.8,1,0,0,0,0,0,0,2022,8,24
120,224,85,23.6,5.3,1016.3,1,0,0,0,0,0,0,2022,8,29
121,163,85,22.6,5.0,1017.1,1,0,0,0,0,0,0,2022,8,30
122,298,85,23.8,5.1,1014.4,1,0,0,0,0,0,0,2022,8,31
123,122,85,18.5,5.4,1013.7,1,0,0,0,0,0,0,2022,9,1
124,36,85,15.2,5.8,1016.0,1,0,0,0,0,0,0,2022,9,2
125,147,85,19.0,4.3,1017.8,1,0,0,0,0,0,0,2022,9,3
126,170,85,20.3,6.1,1019.9,1,0,0,0,0,0,0,2022,9,4
127,109,85,20.7,4.4,1022.9,1,0,0,0,0,0,0,2022,9,5
128,72,85,22.3,4.0,1020.3,1,0,0,0,0,0,0,2022,9,6
129,172,85,23.2,7.7,1016.7,1,0,0,0,0,0,0,2022,9,7
130,348,92,17.7,6.4,1015.2,1,0,0,0,0,0,0,2022,9,12
131,138,92,18.5,5.3,1014.5,1,0,0,0,0,0,0,2022,9,13
132,290,92,22.3,5.3,1011.1,1,0,0,0,0,0,0,2022,9,14
133,297,92,24.3,6.0,1008.3,1,0,0,0,0,0,0,2022,9,15
134,32,92,19.3,6.7,1008.1,1,0,0,0,0,0,0,2022,9,16
135,0,92,13.3,7.0,1005.7,1,0,0,0,0,0,0,2022,9,17
136,4,92,13.9,8.3,1013.4,1,0,0,0,0,0,0,2022,9,18
137,2,92,12.3,5.8,1015.2,1,0,0,0,0,0,0,2022,9,19
138,6,92,12.4,5.4,1018.7,1,0,0,0,0,0,0,2022,9,20
139,1,92,11.0,5.0,1021.0,1,0,0,0,0,0,0,2022,9,21
140,4,99,19.0,8.5,1008.2,1,0,0,0,0,0,0,2022,9,26
141,5,99,17.5,4.5,1002.1,1,0,0,0,0,0,0,2022,9,27
142,5,99,16.3,5.8,1004.2,1,0,0,0,0,0,0,2022,9,28
143,12,99,20.1,9.3,1003.6,1,0,0,0,0,0,0,2022,9,29
144,2,99,20.7,5.8,1011.1,1,0,0,0,0,0,0,2022,9,30
145,6,99,19.6,7.5,1014.5,1,0,0,0,0,0,0,2022,10,1
146,4,99,17.1,6.5,1018.2,1,0,0,0,0,0,0,2022,10,2
147,14,99,14.9,7.8,1018.5,1,0,0,0,0,0,0,2022,10,3
148,8,99,13.1,5.8,1023.0,1,0,0,0,0,0,0,2022,10,4
149,1,99,13.2,4.8,1028.8,1,0,0,0,0,0,0,2022,10,5
150,0,106,14.8,6.6,1023.0,1,0,0,0,0,0,0,2022,10,10
151,0,106,15.2,5.8,1021.9,1,0,0,0,0,0,0,2022,10,11
152,0,106,16.2,4.4,1023.5,1,0,0,0,0,0,0,2022,10,12
153,0,106,16.8,5.3,1021.8,1,0,0,0,0,0,0,2022,10,13
154,0,106,15.6,8.0,1018.8,1,0,0,0,0,0,0,2022,10,14
155,0,106,15.1,12.2,1019.2,1,0,0,0,0,0,0,2022,10,15
156,1,106,16.3,10.8,1024.0,1,0,0,0,0,0,0,2022,10,16
157,0,106,16.8,9.2,1030.7,1,0,0,0,0,0,0,2022,10,17
158,4,106,15.8,9.0,1027.8,1,0,0,0,0,0,0,2022,10,18
159,6,106,12.8,5.3,1022.4,1,0,0,0,0,0,0,2022,10,19
160,0,2,7.6,37.6,1020.4,0,1,0,0,0,0,0,2022,2,14
161,0,2,10.2,32.0,1016.8,0,1,0,0,0,0,0,2022,2,15
162,0,2,7.8,15.7,1015.6,0,1,0,0,0,0,0,2022,2,16
163,0,2,9.5,19.1,1007.7,0,1,0,0,0,0,0,2022,2,17
164,0,2,8.4,14.1,1015.5,0,1,0,0,0,0,0,2022,2,18
165,0,2,10.9,23.6,1015.8,0,1,0,0,0,0,0,2022,2,19
166,0,2,7.1,8.5,1019.5,0,1,0,0,0,0,0,2022,2,20
167,0,2,9.4,22.0,1009.1,0,1,0,0,0,0,0,2022,2,21
168,0,2,5.8,9.3,1012.3,0,1,0,0,0,0,0,2022,2,22
169,0,2,3.0,5.3,1023.4,0,1,0,0,0,0,0,2022,2,23
170,0,9,2.7,7.4,1024.9,0,1,0,0,0,0,0,2022,2,28
171,0,9,2.4,6.5,1026.2,0,1,0,0,0,0,0,2022,3,1
172,0,9,0.1,4.1,1021.4,0,1,0,0,0,0,0,2022,3,2
173,0,9,2.6,4.5,1016.2,0,1,0,0,0,0,0,2022,3,3
174,0,9,2.3,7.9,1015.5,0,1,0,0,0,0,0,2022,3,4
175,0,9,0.5,7.3,1018.0,0,1,0,0,0,0,0,2022,3,5
176,0,9,2.0,10.0,1017.7,0,1,0,0,0,0,0,2022,3,6
177,0,9,1.5,6.9,1017.9,0,1,0,0,0,0,0,2022,3,7
178,0,9,0.6,8.7,1019.1,0,1,0,0,0,0,0,2022,3,8
179,0,9,0.2,11.6,1020.3,0,1,0,0,0,0,0,2022,3,9
180,0,16,6.5,19.1,1033.2,0,1,0,0,0,0,0,2022,3,14
181,0,16,5.6,3.5,1032.4,0,1,0,0,0,0,0,2022,3,15
182,0,16,10.1,11.6,1022.6,0,1,0,0,0,0,0,2022,3,16
183,0,16,5.6,24.2,1030.4,0,1,0,0,0,0,0,2022,3,17
184,0,16,5.4,20.8,1038.3,0,1,0,0,0,0,0,2022,3,18
185,0,16,4.6,15.2,1038.6,0,1,0,0,0,0,0,2022,3,19
186,0,16,4.3,16.8,1040.2,0,1,0,0,0,0,0,2022,3,20
187,0,16,4.6,6.4,1036.7,0,1,0,0,0,0,0,2022,3,21
188,0,16,6.2,11.2,1032.7,0,1,0,0,0,0,0,2022,3,22
189,0,16,11.4,12.8,1029.5,0,1,0,0,0,0,0,2022,3,23
190,0,23,8.9,11.1,1024.4,0,1,0,0,0,0,0,2022,3,28
191,0,23,14.1,9.7,1012.2,0,1,0,0,0,0,0,2022,3,29
192,0,23,15.2,14.6,1006.5,0,1,0,0,0,0,0,2022,3,30
193,0,23,14.7,30.3,997.4,0,1,0,0,0,0,0,2022,3,31
194,0,23,14.3,23.6,994.0,0,1,0,0,0,0,0,2022,4,1
195,0,23,7.4,7.8,1001.1,0,1,0,0,0,0,0,2022,4,2
196,0,23,3.4,11.5,1012.5,0,1,0,0,0,0,0,2022,4,3
197,0,23,4.6,4.1,1019.9,0,1,0,0,0,0,0,2022,4,4
198,0,23,9.2,12.3,1012.0,0,1,0,0,0,0,0,2022,4,5
199,0,23,12.8,11.3,1009.8,0,1,0,0,0,0,0,2022,4,6
200,0,30,6.2,8.9,1020.7,0,1,0,0,0,0,0,2022,4,11
201,0,30,7.0,7.1,1021.2,0,1,0,0,0,0,0,2022,4,12
202,0,30,8.5,6.6,1021.0,0,1,0,0,0,0,0,2022,4,13
203,0,30,10.6,6.5,1020.8,0,1,0,0,0,0,0,2022,4,14
204,0,30,13.9,6.3,1017.9,0,1,0,0,0,0,0,2022,4,15
205,0,30,11.6,12.9,1018.0,0,1,0,0,0,0,0,2022,4,16
206,0,30,6.4,11.6,1018.0,0,1,0,0,0,0,0,2022,4,17
207,0,30,5.9,8.3,1014.5,0,1,0,0,0,0,0,2022,4,18
208,0,30,6.2,5.8,1012.5,0,1,0,0,0,0,0,2022,4,19
209,0,30,7.3,8.7,1014.0,0,1,0,0,0,0,0,2022,4,20
210,0,37,18.4,6.8,1021.1,0,1,0,0,0,0,0,2022,5,9
211,0,37,15.9,9.4,1020.1,0,1,0,0,0,0,0,2022,5,10
212,0,37,16.5,4.1,1019.6,0,1,0,0,0,0,0,2022,5,11
213,0,37,20.8,7.7,1018.7,0,1,0,0,0,0,0,2022,5,12
214,0,37,21.4,5.1,1016.0,0,1,0,0,0,0,0,2022,5,13
215,0,37,20.4,10.9,1016.3,0,1,0,0,0,0,0,2022,5,14
216,0,37,18.4,6.7,1018.2,0,1,0,0,0,0,0,2022,5,15
217,0,37,19.1,5.2,1017.9,0,1,0,0,0,0,0,2022,5,16
218,0,37,21.1,10.7,1014.8,0,1,0,0,0,0,0,2022,5,17
219,0,37,16.6,21.8,1020.9,0,1,0,0,0,0,0,2022,5,18
220,0,44,16.7,8.0,1010.9,0,1,0,0,0,0,0,2022,5,23
221,0,44,19.6,18.9,1009.2,0,1,0,0,0,0,0,2022,5,24
222,0,44,24.6,28.3,1011.4,0,1,0,0,0,0,0,2022,5,25
223,0,44,19.6,11.2,1020.4,0,1,0,0,0,0,0,2022,5,26
224,0,44,20.6,4.1,1017.7,0,1,0,0,0,0,0,2022,5,27
225,0,44,16.2,12.3,1013.2,0,1,0,0,0,0,0,2022,5,28
226,0,44,13.9,5.9,1010.5,0,1,0,0,0,0,0,2022,5,29
227,0,44,17.0,6.8,1011.7,0,1,0,0,0,0,0,2022,5,30
228,1,44,18.5,6.8,1016.2,0,1,0,0,0,0,0,2022,5,31
229,2,44,22.5,8.0,1015.1,0,1,0,0,0,0,0,2022,6,1
230,0,51,23.7,9.3,1013.7,0,1,0,0,0,0,0,2022,6,6
231,1,51,24.6,21.3,1012.2,0,1,0,0,0,0,0,2022,6,7
232,0,51,23.3,26.3,1008.5,0,1,0,0,0,0,0,2022,6,8
233,0,51,22.2,15.0,1006.2,0,1,0,0,0,0,0,2022,6,9
234,1,51,21.4,7.2,1009.6,0,1,0,0,0,0,0,2022,6,10
235,0,51,20.1,8.9,1013.1,0,1,0,0,0,0,0,2022,6,11
236,0,51,22.4,11.4,1014.2,0,1,0,0,0,0,0,2022,6,12
237,0,51,23.5,7.3,1013.9,0,1,0,0,0,0,0,2022,6,13
238,1,51,20.7,12.6,1017.9,0,1,0,0,0,0,0,2022,6,14
239,0,51,19.0,4.9,1020.1,0,1,0,0,0,0,0,2022,6,15
240,0,58,26.3,11.2,1011.7,0,1,0,0,0,0,0,2022,6,20
241,0,58,25.7,12.8,1010.2,0,1,0,0,0,0,0,2022,6,21
242,0,58,21.7,7.2,1012.2,0,1,0,0,0,0,0,2022,6,22
243,0,58,20.2,5.6,1013.2,0,1,0,0,0,0,0,2022,6,23
244,1,58,22.3,5.4,1013.4,0,1,0,0,0,0,0,2022,6,24
245,1,58,22.2,6.3,1012.0,0,1,0,0,0,0,0,2022,6,25
246,1,58,22.8,7.2,1015.3,0,1,0,0,0,0,0,2022,6,26
247,6,58,24.5,4.5,1016.8,0,1,0,0,0,0,0,2022,6,27
248,6,58,26.2,7.0,1015.9,0,1,0,0,0,0,0,2022,6,28
249,6,58,29.2,20.7,1013.7,0,1,0,0,0,0,0,2022,6,29
250,0,65,20.3,6.0,1024.1,0,1,0,0,0,0,0,2022,7,18
251,1,65,21.6,3.1,1022.0,0,1,0,0,0,0,0,2022,7,19
252,1,65,23.8,6.3,1020.2,0,1,0,0,0,0,0,2022,7,20
253,0,65,26.3,9.7,1016.6,0,1,0,0,0,0,0,2022,7,21
254,0,65,25.5,4.0,1016.2,0,1,0,0,0,0,0,2022,7,22
255,1,65,27.2,6.2,1015.0,0,1,0,0,0,0,0,2022,7,23
256,1,65,26.3,11.8,1015.7,0,1,0,0,0,0,0,2022,7,24
257,2,65,25.2,5.6,1014.7,0,1,0,0,0,0,0,2022,7,25
258,4,65,26.4,7.7,1010.6,0,1,0,0,0,0,0,2022,7,26
259,4,65,25.1,9.1,1012.9,0,1,0,0,0,0,0,2022,7,27
260,1,72,21.9,8.3,1014.5,0,1,0,0,0,0,0,2022,8,1
261,5,72,22.4,9.8,1015.7,0,1,0,0,0,0,0,2022,8,2
262,6,72,24.1,5.6,1016.4,0,1,0,0,0,0,0,2022,8,3
263,8,72,24.8,5.6,1016.3,0,1,0,0,0,0,0,2022,8,4
264,16,72,25.6,5.2,1014.7,0,1,0,0,0,0,0,2022,8,5
265,10,72,26.1,4.4,1012.6,0,1,0,0,0,0,0,2022,8,6
266,36,72,26.0,8.7,1014.9,0,1,0,0,0,0,0,2022,8,7
267,7,72,24.7,9.6,1017.2,0,1,0,0,0,0,0,2022,8,8
268,25,72,21.8,5.3,1019.2,0,1,0,0,0,0,0,2022,8,9
269,9,72,23.1,9.5,1018.7,0,1,0,0,0,0,0,2022,8,10
270,10,79,25.0,11.0,1007.9,0,1,0,0,0,0,0,2022,8,15
271,106,79,25.9,14.0,1009.5,0,1,0,0,0,0,0,2022,8,16
272,49,79,27.0,10.5,1011.5,0,1,0,0,0,0,0,2022,8,17
273,66,79,28.0,7.0,1012.1,0,1,0,0,0,0,0,2022,8,18
274,71,79,30.5,7.0,1010.4,0,1,0,0,0,0,0,2022,8,19
275,22,79,24.3,13.3,1010.3,0,1,0,0,0,0,0,2022,8,20
276,16,79,20.2,6.5,1009.3,0,1,0,0,0,0,0,2022,8,21
277,118,79,20.2,5.1,1009.9,0,1,0,0,0,0,0,2022,8,22
278,130,79,19.7,7.9,1013.2,0,1,0,0,0,0,0,2022,8,23
279,92,79,22.1,5.4,1015.8,0,1,0,0,0,0,0,2022,8,24
280,161,86,22.7,7.7,1016.5,0,1,0,0,0,0,0,2022,8,29
281,294,86,22.1,7.5,1017.3,0,1,0,0,0,0,0,2022,8,30
282,233,86,22.1,4.2,1015.1,0,1,0,0,0,0,0,2022,8,31
283,458,86,19.5,4.1,1013.4,0,1,0,0,0,0,0,2022,9,1
284,41,86,15.7,6.9,1015.5,0,1,0,0,0,0,0,2022,9,2
285,169,86,17.5,3.6,1018.2,0,1,0,0,0,0,0,2022,9,3
286,173,86,19.1,9.5,1020.5,0,1,0,0,0,0,0,2022,9,4
287,95,86,20.8,9.4,1023.5,0,1,0,0,0,0,0,2022,9,5
288,295,86,20.6,5.7,1020.9,0,1,0,0,0,0,0,2022,9,6
289,312,86,23.9,23.3,1017.7,0,1,0,0,0,0,0,2022,9,7
290,33,93,16.3,6.3,1014.8,0,1,0,0,0,0,0,2022,9,12
291,30,93,15.5,5.3,1014.4,0,1,0,0,0,0,0,2022,9,13
292,14,93,21.1,16.5,1011.6,0,1,0,0,0,0,0,2022,9,14
293,12,93,24.7,17.3,1008.8,0,1,0,0,0,0,0,2022,9,15
294,5,93,18.9,4.1,1008.7,0,1,0,0,0,0,0,2022,9,16
295,5,93,14.4,12.7,1004.9,0,1,0,0,0,0,0,2022,9,17
296,10,93,12.8,16.1,1012.8,0,1,0,0,0,0,0,2022,9,18
297,21,93,12.4,10.5,1015.0,0,1,0,0,0,0,0,2022,9,19
298,49,93,12.1,7.3,1018.0,0,1,0,0,0,0,0,2022,9,20
299,23,93,10.1,4.6,1020.3,0,1,0,0,0,0,0,2022,9,21
300,3,100,18.4,25.8,1008.8,0,1,0,0,0,0,0,2022,9,26
301,0,100,16.8,10.0,1002.4,0,1,0,0,0,0,0,2022,9,27
302,4,100,15.8,6.9,1004.3,0,1,0,0,0,0,0,2022,9,28
303,3,100,19.7,23.6,1004.5,0,1,0,0,0,0,0,2022,9,29
304,3,100,20.6,18.3,1012.0,0,1,0,0,0,0,0,2022,9,30
305,3,100,20.3,20.0,1014.8,0,1,0,0,0,0,0,2022,10,1
306,6,100,15.7,9.9,1018.0,0,1,0,0,0,0,0,2022,10,2
307,5,100,14.0,11.4,1017.8,0,1,0,0,0,0,0,2022,10,3
308,1,100,11.0,4.3,1022.6,0,1,0,0,0,0,0,2022,10,4
309,1,100,9.4,3.0,1029.2,0,1,0,0,0,0,0,2022,10,5
310,1,107,13.6,18.0,1023.3,0,1,0,0,0,0,0,2022,10,10
311,1,107,15.9,17.5,1022.0,0,1,0,0,0,0,0,2022,10,11
312,1,107,15.3,3.0,1023.9,0,1,0,0,0,0,0,2022,10,12
313,1,107,17.2,10.5,1022.4,0,1,0,0,0,0,0,2022,10,13
314,0,107,15.4,8.3,1019.6,0,1,0,0,0,0,0,2022,10,14
315,1,107,15.2,29.2,1019.9,0,1,0,0,0,0,0,2022,10,15
316,0,107,16.7,26.7,1024.8,0,1,0,0,0,0,0,2022,10,16
317,1,107,16.9,14.6,1031.6,0,1,0,0,0,0,0,2022,10,17
318,2,107,16.4,12.5,1028.3,0,1,0,0,0,0,0,2022,10,18
319,3,107,11.1,6.0,1022.2,0,1,0,0,0,0,0,2022,10,19
320,0,3,6.1,6.5,1022.7,0,0,0,1,0,0,0,2022,2,14
321,0,3,9.5,8.0,1018.7,0,0,0,1,0,0,0,2022,2,15
322,0,3,8.4,4.0,1017.0,0,0,0,1,0,0,0,2022,2,16
323,0,3,9.3,8.5,1010.2,0,0,0,1,0,0,0,2022,2,17
324,0,3,9.6,12.4,1017.6,0,0,0,1,0,0,0,2022,2,18
325,0,3,9.9,8.6,1017.0,0,0,0,1,0,0,0,2022,2,19
326,0,3,6.0,4.3,1021.3,0,0,0,1,0,0,0,2022,2,20
327,0,3,8.6,9.8,1011.0,0,0,0,1,0,0,0,2022,2,21
328,0,3,5.5,13.3,1013.8,0,0,0,1,0,0,0,2022,2,22
329,0,3,5.9,9.3,1024.3,0,0,0,1,0,0,0,2022,2,23
330,0,10,1.6,2.9,1026.2,0,0,0,1,0,0,0,2022,2,28
331,0,10,1.6,6.3,1027.3,0,0,0,1,0,0,0,2022,3,1
332,0,10,2.6,8.8,1023.1,0,0,0,1,0,0,0,2022,3,2
333,0,10,4.2,7.2,1017.9,0,0,0,1,0,0,0,2022,3,3
334,0,10,2.2,7.2,1016.6,0,0,0,1,0,0,0,2022,3,4
335,0,10,2.2,7.1,1018.5,0,0,0,1,0,0,0,2022,3,5
336,0,10,0.7,3.4,1017.4,0,0,0,1,0,0,0,2022,3,6
337,0,10,0.6,6.2,1019.0,0,0,0,1,0,0,0,2022,3,7
338,0,10,-0.4,8.8,1020.9,0,0,0,1,0,0,0,2022,3,8
339,0,10,0.4,10.1,1022.1,0,0,0,1,0,0,0,2022,3,9
340,0,17,3.0,4.9,1034.2,0,0,0,1,0,0,0,2022,3,14
341,0,17,6.7,5.3,1033.3,0,0,0,1,0,0,0,2022,3,15
342,0,17,9.4,7.2,1024.2,0,0,0,1,0,0,0,2022,3,16
343,0,17,5.5,4.8,1030.6,0,0,0,1,0,0,0,2022,3,17
344,0,17,2.3,5.2,1038.8,0,0,0,1,0,0,0,2022,3,18
345,0,17,2.2,5.0,1039.9,0,0,0,1,0,0,0,2022,3,19
346,0,17,3.2,6.6,1040.7,0,0,0,1,0,0,0,2022,3,20
