Unnamed: 0,AMBROSIA,tavg,prcp,wdir,wspd,wpgt,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
25,0.0,6.8,0.0,,,,,1,0,0,0,0,0,0,2016,2,27
26,0.0,8.8,0.0,,,,,1,0,0,0,0,0,0,2016,2,28
27,0.0,10.8,3.4,,,,,1,0,0,0,0,0,0,2016,2,29
28,0.0,8.9,1.0,,,,,1,0,0,0,0,0,0,2016,3,1
29,0.0,6.1,0.0,,,,,1,0,0,0,0,0,0,2016,3,2
30,0.0,9.0,6.6,,,,,1,0,0,0,0,0,0,2016,3,3
31,0.0,5.7,0.0,,,,,1,0,0,0,0,0,0,2016,3,4
32,0.0,9.6,0.0,,,,,1,0,0,0,0,0,0,2016,3,5
33,0.0,10.3,17.5,,,,,1,0,0,0,0,0,0,2016,3,6
34,0.0,10.0,2.1,,,,,1,0,0,0,0,0,0,2016,3,7
35,0.0,9.1,0.0,,,,,1,0,0,0,0,0,0,2016,3,8
36,0.0,7.2,2.4,,,,,1,0,0,0,0,0,0,2016,3,9
37,0.0,8.4,6.8,,,,,1,0,0,0,0,0,0,2016,3,10
38,0.0,8.6,2.7,,,,,1,0,0,0,0,0,0,2016,3,11
39,0.0,9.2,0.0,,,,,1,0,0,0,0,0,0,2016,3,12
40,0.0,9.1,0.0,,,,,1,0,0,0,0,0,0,2016,3,13
41,0.0,8.0,0.4,,,,,1,0,0,0,0,0,0,2016,3,14
42,0.0,5.7,0.0,,,,,1,0,0,0,0,0,0,2016,3,15
43,0.0,6.9,0.0,,,,,1,0,0,0,0,0,0,2016,3,16
44,0.0,6.9,0.0,,,,,1,0,0,0,0,0,0,2016,3,17
45,0.0,8.0,0.0,,,,,1,0,0,0,0,0,0,2016,3,18
46,0.0,8.7,0.0,,,,,1,0,0,0,0,0,0,2016,3,19
47,0.0,10.9,0.0,,,,,1,0,0,0,0,0,0,2016,3,20
48,0.0,11.4,12.6,,,,,1,0,0,0,0,0,0,2016,3,21
49,0.0,7.3,17.3,,,,,1,0,0,0,0,0,0,2016,3,22
50,0.0,5.2,14.0,,,,,1,0,0,0,0,0,0,2016,3,23
51,0.0,6.7,0.0,,,,,1,0,0,0,0,0,0,2016,3,24
52,0.0,5.4,0.0,,,,,1,0,0,0,0,0,0,2016,3,25
53,0.0,8.2,14.5,,,,,1,0,0,0,0,0,0,2016,3,26
54,0.0,8.3,0.0,,,,,1,0,0,0,0,0,0,2016,3,27
55,0.0,10.5,1.3,,,,,1,0,0,0,0,0,0,2016,3,28
56,0.0,13.8,0.0,,,,,1,0,0,0,0,0,0,2016,3,29
57,0.0,15.9,0.0,,,,,1,0,0,0,0,0,0,2016,3,30
58,0.0,18.9,0.0,,,,,1,0,0,0,0,0,0,2016,3,31
59,0.0,21.8,0.0,,,,,1,0,0,0,0,0,0,2016,4,1
60,0.0,12.7,0.0,,,,,1,0,0,0,0,0,0,2016,4,2
61,0.0,15.7,0.0,,,,,1,0,0,0,0,0,0,2016,4,3
62,0.0,19.2,0.0,,,,,1,0,0,0,0,0,0,2016,4,4
63,0.0,21.1,0.0,,,,,1,0,0,0,0,0,0,2016,4,5
64,0.0,19.6,0.0,,,,,1,0,0,0,0,0,0,2016,4,6
65,0.0,21.3,0.0,,,,,1,0,0,0,0,0,0,2016,4,7
66,0.0,18.6,0.2,,,,,1,0,0,0,0,0,0,2016,4,8
67,0.0,12.7,3.6,,,,,1,0,0,0,0,0,0,2016,4,9
68,0.0,10.5,0.0,,,,,1,0,0,0,0,0,0,2016,4,10
69,0.0,12.7,0.0,,,,,1,0,0,0,0,0,0,2016,4,11
70,0.0,16.6,0.0,,,,,1,0,0,0,0,0,0,2016,4,12
71,0.0,18.8,0.0,,,,,1,0,0,0,0,0,0,2016,4,13
72,0.0,15.3,5.8,,,,,1,0,0,0,0,0,0,2016,4,14
73,0.0,14.6,0.0,,,,,1,0,0,0,0,0,0,2016,4,15
74,0.0,20.2,0.0,,,,,1,0,0,0,0,0,0,2016,4,16
75,0.0,22.3,0.0,,,,,1,0,0,0,0,0,0,2016,4,17
76,0.0,22.3,0.0,,,,,1,0,0,0,0,0,0,2016,4,18
77,0.0,16.3,3.2,,,,,1,0,0,0,0,0,0,2016,4,19
78,0.0,11.5,0.0,,,,,1,0,0,0,0,0,0,2016,4,20
79,0.0,12.2,0.0,,,,,1,0,0,0,0,0,0,2016,4,21
80,0.0,16.1,0.0,,,,,1,0,0,0,0,0,0,2016,4,22
81,0.0,17.2,0.1,,,,,1,0,0,0,0,0,0,2016,4,23
82,0.0,10.4,15.9,,,,,1,0,0,0,0,0,0,2016,4,24
83,0.0,5.3,12.6,,,,,1,0,0,0,0,0,0,2016,4,25
84,0.0,7.9,0.0,,,,,1,0,0,0,0,0,0,2016,4,26
85,0.0,13.9,0.0,,,,,1,0,0,0,0,0,0,2016,4,27
86,0.0,11.0,12.4,,,,,1,0,0,0,0,0,0,2016,4,28
87,0.0,10.6,0.1,,,,,1,0,0,0,0,0,0,2016,4,29
88,0.0,12.0,0.0,,,,,1,0,0,0,0,0,0,2016,4,30
89,0.0,14.1,9.3,,,,,1,0,0,0,0,0,0,2016,5,1
90,0.0,13.3,1.3,,,,,1,0,0,0,0,0,0,2016,5,2
91,0.0,12.0,11.6,,,,,1,0,0,0,0,0,0,2016,5,3
92,0.0,12.3,0.9,,,,,1,0,0,0,0,0,0,2016,5,4
93,0.0,13.7,0.0,,,,,1,0,0,0,0,0,0,2016,5,5
94,0.0,15.7,0.0,,,,,1,0,0,0,0,0,0,2016,5,6
95,0.0,16.6,0.0,,,,,1,0,0,0,0,0,0,2016,5,7
96,0.0,16.8,0.0,,,,,1,0,0,0,0,0,0,2016,5,8
97,0.0,17.1,0.0,,,,,1,0,0,0,0,0,0,2016,5,9
98,0.0,15.7,1.9,,,,,1,0,0,0,0,0,0,2016,5,10
99,0.0,17.6,0.0,,,,,1,0,0,0,0,0,0,2016,5,11
100,0.0,17.4,18.2,,,,,1,0,0,0,0,0,0,2016,5,12
101,0.0,18.2,0.1,,,,,1,0,0,0,0,0,0,2016,5,13
102,0.0,17.1,2.6,,,,,1,0,0,0,0,0,0,2016,5,14
103,0.0,13.5,5.8,,,,,1,0,0,0,0,0,0,2016,5,15
104,0.0,11.1,0.0,,,,,1,0,0,0,0,0,0,2016,5,16
105,0.0,12.8,0.0,,,,,1,0,0,0,0,0,0,2016,5,17
106,0.0,14.9,0.0,,,,,1,0,0,0,0,0,0,2016,5,18
107,0.0,18.6,0.0,,,,,1,0,0,0,0,0,0,2016,5,19
108,0.0,16.4,0.0,,,,,1,0,0,0,0,0,0,2016,5,20
109,0.0,19.0,0.0,,,,,1,0,0,0,0,0,0,2016,5,21
110,0.0,19.6,0.0,,,,,1,0,0,0,0,0,0,2016,5,22
111,0.0,23.5,0.3,,,,,1,0,0,0,0,0,0,2016,5,23
112,0.0,17.3,7.2,,,,,1,0,0,0,0,0,0,2016,5,24
113,0.0,16.6,12.1,,,,,1,0,0,0,0,0,0,2016,5,25
114,0.0,19.2,0.0,,,,,1,0,0,0,0,0,0,2016,5,26
115,0.0,21.7,0.0,,,,,1,0,0,0,0,0,0,2016,5,27
116,0.0,24.3,0.0,,,,,1,0,0,0,0,0,0,2016,5,28
117,0.0,25.2,0.0,,,,,1,0,0,0,0,0,0,2016,5,29
118,0.0,24.7,0.0,,,,,1,0,0,0,0,0,0,2016,5,30
119,0.0,23.2,0.0,,,,,1,0,0,0,0,0,0,2016,5,31
120,0.0,20.3,24.4,,,,,1,0,0,0,0,0,0,2016,6,1
121,0.0,19.2,7.8,,,,,1,0,0,0,0,0,0,2016,6,2
122,0.0,19.3,1.0,,,,,1,0,0,0,0,0,0,2016,6,3
123,0.0,20.1,2.2,,,,,1,0,0,0,0,0,0,2016,6,4
124,0.0,21.1,11.5,,,,,1,0,0,0,0,0,0,2016,6,5
125,0.0,18.7,0.0,,,,,1,0,0,0,0,0,0,2016,6,6
126,0.0,19.2,0.0,,,,,1,0,0,0,0,0,0,2016,6,7
127,0.0,18.8,0.0,,,,,1,0,0,0,0,0,0,2016,6,8
128,0.0,20.8,0.0,,,,,1,0,0,0,0,0,0,2016,6,9
129,0.0,20.7,0.0,,,,,1,0,0,0,0,0,0,2016,6,10
130,0.0,21.3,3.9,,,,,1,0,0,0,0,0,0,2016,6,11
131,0.0,20.0,10.6,,,,,1,0,0,0,0,0,0,2016,6,12
132,0.0,18.8,3.4,,,,,1,0,0,0,0,0,0,2016,6,13
133,0.0,20.7,1.0,,,,,1,0,0,0,0,0,0,2016,6,14
134,1.0,21.9,0.4,,,,,1,0,0,0,0,0,0,2016,6,15
135,0.0,25.4,0.0,,,,,1,0,0,0,0,0,0,2016,6,16
136,0.0,29.6,0.0,,,,,1,0,0,0,0,0,0,2016,6,17
137,0.0,24.1,5.2,,,,,1,0,0,0,0,0,0,2016,6,18
138,0.0,21.6,27.0,,,,,1,0,0,0,0,0,0,2016,6,19
139,0.0,21.7,33.3,,,,,1,0,0,0,0,0,0,2016,6,20
140,0.0,22.1,0.0,,,,,1,0,0,0,0,0,0,2016,6,21
141,0.0,26.2,0.0,,,,,1,0,0,0,0,0,0,2016,6,22
142,0.0,28.3,0.0,,,,,1,0,0,0,0,0,0,2016,6,23
143,3.0,28.8,0.0,,,,,1,0,0,0,0,0,0,2016,6,24
144,1.0,27.1,0.0,,,,,1,0,0,0,0,0,0,2016,6,25
145,1.0,27.1,0.0,,,,,1,0,0,0,0,0,0,2016,6,26
146,2.0,23.2,17.2,,,,,1,0,0,0,0,0,0,2016,6,27
147,0.0,18.5,3.3,,,,,1,0,0,0,0,0,0,2016,6,28
148,0.0,21.9,0.0,,,,,1,0,0,0,0,0,0,2016,6,29
149,0.0,24.4,0.0,,,,,1,0,0,0,0,0,0,2016,6,30
150,0.0,26.2,0.0,,,,,1,0,0,0,0,0,0,2016,7,1
151,1.0,26.5,0.0,,,,,1,0,0,0,0,0,0,2016,7,2
152,1.0,24.9,0.0,,,,,1,0,0,0,0,0,0,2016,7,3
153,1.0,22.6,0.0,,,,,1,0,0,0,0,0,0,2016,7,4
154,0.0,22.4,0.0,,,,,1,0,0,0,0,0,0,2016,7,5
155,0.0,23.6,0.0,,,,,1,0,0,0,0,0,0,2016,7,6
156,0.0,21.7,0.0,,,,,1,0,0,0,0,0,0,2016,7,7
157,0.0,21.7,0.0,,,,,1,0,0,0,0,0,0,2016,7,8
158,1.0,25.1,0.0,,,,,1,0,0,0,0,0,0,2016,7,9
159,0.0,25.3,0.0,,,,,1,0,0,0,0,0,0,2016,7,10
160,0.0,26.7,0.0,,,,,1,0,0,0,0,0,0,2016,7,11
161,0.0,28.8,0.0,,,,,1,0,0,0,0,0,0,2016,7,12
162,1.0,29.9,0.0,,,,,1,0,0,0,0,0,0,2016,7,13
163,1.0,23.8,0.0,,,,,1,0,0,0,0,0,0,2016,7,14
164,1.0,17.9,31.3,,,,,1,0,0,0,0,0,0,2016,7,15
165,0.0,16.2,2.1,,,,,1,0,0,0,0,0,0,2016,7,16
166,0.0,15.8,0.8,,,,,1,0,0,0,0,0,0,2016,7,17
167,0.0,21.3,0.0,,,,,1,0,0,0,0,0,0,2016,7,18
168,0.0,21.3,0.0,,,,,1,0,0,0,0,0,0,2016,7,19
169,0.0,22.4,0.0,,,,,1,0,0,0,0,0,0,2016,7,20
170,1.0,23.8,0.0,,,,,1,0,0,0,0,0,0,2016,7,21
171,1.0,25.8,0.0,,,,,1,0,0,0,0,0,0,2016,7,22
172,1.0,27.4,0.0,,,,,1,0,0,0,0,0,0,2016,7,23
173,0.0,28.1,0.0,,,,,1,0,0,0,0,0,0,2016,7,24
174,2.0,25.1,0.8,,,,,1,0,0,0,0,0,0,2016,7,25
175,1.0,22.5,0.0,,,,,1,0,0,0,0,0,0,2016,7,26
176,0.0,25.2,0.0,,,,,1,0,0,0,0,0,0,2016,7,27
177,2.0,25.6,0.0,,,,,1,0,0,0,0,0,0,2016,7,28
178,3.0,24.6,0.0,,,,,1,0,0,0,0,0,0,2016,7,29
179,1.0,26.2,0.0,,,,,1,0,0,0,0,0,0,2016,7,30
180,0.0,27.8,0.0,,,,,1,0,0,0,0,0,0,2016,7,31
181,18.0,24.4,4.1,,,,,1,0,0,0,0,0,0,2016,8,1
182,6.0,21.1,0.0,,,,,1,0,0,0,0,0,0,2016,8,2
183,9.0,23.1,0.0,,,,,1,0,0,0,0,0,0,2016,8,3
184,6.0,25.3,0.0,,,,,1,0,0,0,0,0,0,2016,8,4
185,6.0,27.8,0.0,,,,,1,0,0,0,0,0,0,2016,8,5
186,16.0,21.6,0.0,,,,,1,0,0,0,0,0,0,2016,8,6
187,14.0,21.1,0.0,,,,,1,0,0,0,0,0,0,2016,8,7
188,4.0,20.7,0.0,,,,,1,0,0,0,0,0,0,2016,8,8
189,3.0,24.0,0.0,,,,,1,0,0,0,0,0,0,2016,8,9
190,9.0,24.8,9.9,,,,,1,0,0,0,0,0,0,2016,8,10
191,25.0,14.8,7.9,,,,,1,0,0,0,0,0,0,2016,8,11
192,37.0,17.7,0.0,,,,,1,0,0,0,0,0,0,2016,8,12
193,45.0,18.0,0.0,,,,,1,0,0,0,0,0,0,2016,8,13
194,67.0,20.3,0.0,,,,,1,0,0,0,0,0,0,2016,8,14
195,17.0,22.8,0.0,,,,,1,0,0,0,0,0,0,2016,8,15
196,14.0,23.6,0.0,,,,,1,0,0,0,0,0,0,2016,8,16
197,19.0,22.5,10.2,,,,,1,0,0,0,0,0,0,2016,8,17
198,20.0,22.2,0.0,,,,,1,0,0,0,0,0,0,2016,8,18
199,20.0,23.2,5.4,,,,,1,0,0,0,0,0,0,2016,8,19
200,38.0,23.3,0.0,,,,,1,0,0,0,0,0,0,2016,8,20
201,41.0,26.1,13.9,,,,,1,0,0,0,0,0,0,2016,8,21
202,125.0,17.7,8.0,,,,,1,0,0,0,0,0,0,2016,8,22
203,143.0,17.3,1.4,,,,,1,0,0,0,0,0,0,2016,8,23
204,92.0,21.8,0.0,,,,,1,0,0,0,0,0,0,2016,8,24
205,81.0,21.8,0.0,,,,,1,0,0,0,0,0,0,2016,8,25
206,68.0,22.9,0.0,,,,,1,0,0,0,0,0,0,2016,8,26
207,90.0,23.9,0.0,,,,,1,0,0,0,0,0,0,2016,8,27
208,43.0,24.1,0.0,,,,,1,0,0,0,0,0,0,2016,8,28
209,65.0,24.3,0.0,,,,,1,0,0,0,0,0,0,2016,8,29
210,80.0,22.6,0.0,,,,,1,0,0,0,0,0,0,2016,8,30
211,112.0,23.3,0.0,,,,,1,0,0,0,0,0,0,2016,8,31
212,93.0,23.7,0.0,,,,,1,0,0,0,0,0,0,2016,9,1
213,101.0,23.3,0.0,,,,,1,0,0,0,0,0,0,2016,9,2
214,86.0,22.8,0.0,,,,,1,0,0,0,0,0,0,2016,9,3
215,113.0,23.3,0.0,,,,,1,0,0,0,0,0,0,2016,9,4
216,49.0,18.5,26.8,,,,,1,0,0,0,0,0,0,2016,9,5
217,117.0,16.6,0.0,,,,,1,0,0,0,0,0,0,2016,9,6
218,180.0,21.1,0.1,,,,,1,0,0,0,0,0,0,2016,9,7
219,318.0,23.6,0.0,,,,,1,0,0,0,0,0,0,2016,9,8
220,251.0,23.7,0.0,,,,,1,0,0,0,0,0,0,2016,9,9
221,30.0,22.6,0.1,,,,,1,0,0,0,0,0,0,2016,9,10
222,56.0,25.2,0.0,,,,,1,0,0,0,0,0,0,2016,9,11
223,42.0,24.6,0.0,,,,,1,0,0,0,0,0,0,2016,9,12
224,25.0,22.9,0.0,,,,,1,0,0,0,0,0,0,2016,9,13
225,97.0,21.6,0.0,,,,,1,0,0,0,0,0,0,2016,9,14
226,129.0,22.4,0.0,,,,,1,0,0,0,0,0,0,2016,9,15
227,60.0,23.9,0.0,,,,,1,0,0,0,0,0,0,2016,9,16
228,85.0,24.4,0.0,,,,,1,0,0,0,0,0,0,2016,9,17
229,22.0,22.1,16.1,,,,,1,0,0,0,0,0,0,2016,9,18
230,18.0,18.1,4.3,,,,,1,0,0,0,0,0,0,2016,9,19
231,0.0,16.1,0.0,,,,,1,0,0,0,0,0,0,2016,9,20
232,0.0,13.9,0.0,,,,,1,0,0,0,0,0,0,2016,9,21
233,0.0,12.9,0.4,,,,,1,0,0,0,0,0,0,2016,9,22
234,0.0,14.3,0.0,,,,,1,0,0,0,0,0,0,2016,9,23
235,0.0,15.0,0.0,,,,,1,0,0,0,0,0,0,2016,9,24
236,0.0,15.4,0.0,,,,,1,0,0,0,0,0,0,2016,9,25
237,0.0,15.1,0.0,,,,,1,0,0,0,0,0,0,2016,9,26
238,1.0,15.5,0.0,,,,,1,0,0,0,0,0,0,2016,9,27
239,3.0,15.5,0.0,,,,,1,0,0,0,0,0,0,2016,9,28
240,3.0,16.7,0.0,,,,,1,0,0,0,0,0,0,2016,9,29
241,8.0,18.3,0.0,,,,,1,0,0,0,0,0,0,2016,9,30
242,8.0,18.2,0.0,,,,,1,0,0,0,0,0,0,2016,10,1
243,6.0,19.6,2.4,,,,,1,0,0,0,0,0,0,2016,10,2
244,3.0,15.8,0.3,,,,,1,0,0,0,0,0,0,2016,10,3
245,2.0,13.6,4.1,,,,,1,0,0,0,0,0,0,2016,10,4
246,6.0,9.4,0.1,,,,,1,0,0,0,0,0,0,2016,10,5
247,7.0,9.7,0.0,,,,,1,0,0,0,0,0,0,2016,10,6
248,1.0,9.4,1.5,,,,,1,0,0,0,0,0,0,2016,10,7
249,1.0,8.9,0.0,,,,,1,0,0,0,0,0,0,2016,10,8
250,1.0,9.5,0.0,,,,,1,0,0,0,0,0,0,2016,10,9
251,2.0,8.4,2.2,,,,,1,0,0,0,0,0,0,2016,10,10
252,0.0,9.9,14.4,,,,,1,0,0,0,0,0,0,2016,10,11
253,0.0,7.9,17.0,,,,,1,0,0,0,0,0,0,2016,10,12
254,0.0,9.9,0.0,,,,,1,0,0,0,0,0,0,2016,10,13
255,0.0,11.2,0.0,,,,,1,0,0,0,0,0,0,2016,10,14
256,0.0,13.2,1.7,,,,,1,0,0,0,0,0,0,2016,10,15
257,0.0,11.9,11.9,,,,,1,0,0,0,0,0,0,2016,10,16
258,1.0,10.8,0.0,,,,,1,0,0,0,0,0,0,2016,10,17
259,0.0,9.8,2.1,,,,,1,0,0,0,0,0,0,2016,10,18
260,5.0,9.1,0.1,,,,,1,0,0,0,0,0,0,2016,10,19
261,2.0,11.4,0.6,,,,,1,0,0,0,0,0,0,2016,10,20
262,1.0,11.4,16.8,,,,,1,0,0,0,0,0,0,2016,10,21
263,2.0,10.0,0.0,,,,,1,0,0,0,0,0,0,2016,10,22
264,1.0,11.6,0.0,,,,,1,0,0,0,0,0,0,2016,10,23
265,0.0,15.2,0.0,,,,,1,0,0,0,0,0,0,2016,10,24
266,0.0,15.5,1.0,,,,,1,0,0,0,0,0,0,2016,10,25
267,1.0,13.4,0.0,,,,,1,0,0,0,0,0,0,2016,10,26
268,0.0,9.6,0.0,,,,,1,0,0,0,0,0,0,2016,10,27
269,0.0,8.3,0.0,,,,,1,0,0,0,0,0,0,2016,10,28
270,1.0,7.6,0.6,,,,,1,0,0,0,0,0,0,2016,10,29
271,0.0,9.3,0.0,,,,,1,0,0,0,0,0,0,2016,10,30
272,0.0,7.2,0.0,,,,,1,0,0,0,0,0,0,2016,10,31
273,0.0,7.8,,,6.9,,1020.1,0,1,0,0,0,0,0,2016,2,1
274,0.0,12.6,,,13.8,,1022.2,0,1,0,0,0,0,0,2016,2,2
275,0.0,11.4,,,7.9,,1015.2,0,1,0,0,0,0,0,2016,2,3
276,0.0,4.8,,,17.1,,,0,1,0,0,0,0,0,2016,2,4
277,0.0,1.6,,,5.4,,,0,1,0,0,0,0,0,2016,2,5
278,0.0,3.0,,,4.4,,1029.7,0,1,0,0,0,0,0,2016,2,6
279,0.0,8.6,,,38.4,,,0,1,0,0,0,0,0,2016,2,7
280,0.0,9.9,,136.0,37.6,,1018.4,0,1,0,0,0,0,0,2016,2,8
281,0.0,13.3,,141.0,32.7,,,0,1,0,0,0,0,0,2016,2,9
282,0.0,9.7,,160.0,30.6,,998.3,0,1,0,0,0,0,0,2016,2,10
283,0.0,6.5,,,9.9,,1008.7,0,1,0,0,0,0,0,2016,2,11
284,0.0,7.6,,,27.1,,,0,1,0,0,0,0,0,2016,2,12
285,0.0,7.5,,139.0,35.5,,997.7,0,1,0,0,0,0,0,2016,2,13
286,0.0,11.8,,,22.9,,999.2,0,1,0,0,0,0,0,2016,2,14
287,0.0,15.0,,,28.0,,1005.7,0,1,0,0,0,0,0,2016,2,15
288,0.0,10.3,,,11.8,,,0,1,0,0,0,0,0,2016,2,16
289,0.0,12.0,,,38.0,,1022.7,0,1,0,0,0,0,0,2016,2,17
290,0.0,11.2,,135.0,54.8,,1016.2,0,1,0,0,0,0,0,2016,2,18
291,0.0,7.4,,,31.2,,1016.3,0,1,0,0,0,0,0,2016,2,19
292,0.0,5.1,,,7.1,,1023.5,0,1,0,0,0,0,0,2016,2,20
293,0.0,6.9,,,8.1,,,0,1,0,0,0,0,0,2016,2,21
294,0.0,13.0,,,12.4,,1015.5,0,1,0,0,0,0,0,2016,2,22
295,0.0,13.9,,,10.3,,1010.7,0,1,0,0,0,0,0,2016,2,23
296,0.0,6.7,,,13.1,,1014.3,0,1,0,0,0,0,0,2016,2,24
297,0.0,5.8,,,25.7,,1013.7,0,1,0,0,0,0,0,2016,2,25
298,0.0,5.9,,,11.4,,,0,1,0,0,0,0,0,2016,2,26
299,0.0,6.7,,,15.5,,,0,1,0,0,0,0,0,2016,2,27
300,0.0,9.5,,126.0,53.8,,,0,1,0,0,0,0,0,2016,2,28
301,0.0,12.6,,124.0,52.7,,,0,1,0,0,0,0,0,2016,2,29
302,0.0,9.7,,247.0,15.5,,1011.8,0,1,0,0,0,0,0,2016,3,1
303,0.0,3.5,,,4.8,,,0,1,0,0,0,0,0,2016,3,2
304,0.0,8.0,,,22.3,,,0,1,0,0,0,0,0,2016,3,3
305,0.0,6.9,,228.0,14.2,,,0,1,0,0,0,0,0,2016,3,4
306,0.0,9.3,,152.0,17.1,,1008.0,0,1,0,0,0,0,0,2016,3,5
307,0.0,11.4,,142.0,30.4,,1004.5,0,1,0,0,0,0,0,2016,3,6
308,0.0,10.5,,149.0,27.8,,1001.9,0,1,0,0,0,0,0,2016,3,7
309,0.0,8.9,,,8.4,,,0,1,0,0,0,0,0,2016,3,8
310,0.0,8.0,,,7.2,,,0,1,0,0,0,0,0,2016,3,9
311,0.0,10.1,,,7.0,,,0,1,0,0,0,0,0,2016,3,10
312,0.0,8.3,,,6.4,,,0,1,0,0,0,0,0,2016,3,11
313,0.0,9.4,,,11.5,,1020.2,0,1,0,0,0,0,0,2016,3,12
314,0.0,9.4,,,5.7,,,0,1,0,0,0,0,0,2016,3,13
315,0.0,8.3,,,6.0,,1021.3,0,1,0,0,0,0,0,2016,3,14
316,0.0,5.2,,,11.7,,,0,1,0,0,0,0,0,2016,3,15
317,0.0,7.7,,129.0,24.8,,,0,1,0,0,0,0,0,2016,3,16
318,0.0,6.7,,,6.9,,,0,1,0,0,0,0,0,2016,3,17
319,0.0,5.2,,,4.4,,,0,1,0,0,0,0,0,2016,3,18
320,0.0,6.6,,,9.3,,,0,1,0,0,0,0,0,2016,3,19
321,0.0,7.2,,,5.9,,,0,1,0,0,0,0,0,2016,3,20
322,0.0,10.8,,,8.0,,1014.7,0,1,0,0,0,0,0,2016,3,21
323,0.0,7.5,,,,,,0,1,0,0,0,0,0,2016,3,22
324,0.0,,,,,,,0,1,0,0,0,0,0,2016,3,23
325,0.0,5.6,,,14.4,,,0,1,0,0,0,0,0,2016,3,24
326,0.0,3.0,,,6.8,,,0,1,0,0,0,0,0,2016,3,25
327,0.0,7.7,,,8.7,,1017.8,0,1,0,0,0,0,0,2016,3,26
328,0.0,,,,,,,0,1,0,0,0,0,0,2016,3,27
329,0.0,11.2,,159.0,15.1,,,0,1,0,0,0,0,0,2016,3,28
330,0.0,12.9,,,15.5,,1014.5,0,1,0,0,0,0,0,2016,3,29
331,0.0,15.4,,172.0,12.6,,,0,1,0,0,0,0,0,2016,3,30
332,0.0,18.3,,160.0,14.5,,,0,1,0,0,0,0,0,2016,3,31
333,0.0,20.3,,,20.1,,,0,1,0,0,0,0,0,2016,4,1
334,0.0,11.4,,,8.9,,,0,1,0,0,0,0,0,2016,4,2
335,0.0,,,,,,,0,1,0,0,0,0,0,2016,4,3
336,0.0,19.3,,,22.4,,,0,1,0,0,0,0,0,2016,4,4
337,0.0,19.3,,,6.1,,1010.6,0,1,0,0,0,0,0,2016,4,5
338,0.0,17.6,,,5.9,,1009.7,0,1,0,0,0,0,0,2016,4,6
339,0.0,19.6,,,13.9,,1008.4,0,1,0,0,0,0,0,2016,4,7
340,0.0,21.6,,118.0,21.6,,,0,1,0,0,0,0,0,2016,4,8
341,0.0,14.3,,,5.5,,,0,1,0,0,0,0,0,2016,4,9
342,0.0,11.4,,299.0,8.0,,1007.3,0,1,0,0,0,0,0,2016,4,10
343,0.0,11.3,,,6.3,,,0,1,0,0,0,0,0,2016,4,11
344,0.0,14.0,,,7.3,,1012.7,0,1,0,0,0,0,0,2016,4,12
345,0.0,19.6,,164.0,12.4,,1009.1,0,1,0,0,0,0,0,2016,4,13
346,0.0,16.8,,,13.4,,1005.9,0,1,0,0,0,0,0,2016,4,14
347,0.0,14.1,,256.0,11.6,,1013.9,0,1,0,0,0,0,0,2016,4,15
348,0.0,20.1,,153.0,20.4,,,0,1,0,0,0,0,0,2016,4,16
349,0.0,21.5,,156.0,18.9,,1013.2,0,1,0,0,0,0,0,2016,4,17
